"STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM","PROPDMGTOTAL"
"876991",17,"6/9/2011 0:00:00","06:55:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","BROOKFIELD","6/9/2011 0:00:00","06:55:00 AM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8749,0,0,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: Tree limbs and power lines were blown down.",876961,0
"877018",17,"6/15/2011 0:00:00","05:18:00 PM","CST",31,"COOK","IL","TORNADO",1,"SE","BERGER","6/15/2011 0:00:00","05:20:00 PM",0,NA,2,"S","BURNHAM",1,20,0,0,0,0,25,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4136,8734,4136,8734,"EPISODE NARRATIVE: Strong thunderstorms moved across parts of northern Illinois during the early morning hours of June 15th.  Behind this area of thunderstorms strong winds developed from a wake low, which produced damage in some areas.EVENT NARRATIVE: The tornado began at approximately 518 PM CST at the Bishop Ford Expressway north of 159th Street.  The tornado ended at 520 PM CST near the intersection of 158th Place and Paxton Avenue.  It had a path length of 0.8 miles and a width of about 20 yards.  The tornado was rated EF0 with winds 65 to 85 mph.  The first signs of damage were at the Brown Meat Packing Company on Dutch Valley Road.  The tornado caused damage to the roof of the meat packing plant.  A 40 foot by 60 foot section of roofing was torn off and pieces of the roof were thrown 150 to 250 feet to the left of the tornado path, indicating rotation.  An air conditioning unit was flipped and roof debris damaged a brick parapet.  There was damage to a few shingles at the Sand Ridge Apartments on 158th Place.  A few small tree limbs were also damaged.  Debris from the roof of the plant also fell around the apartment complex.",876988,25000
"877111",17,"6/21/2011 0:00:00","07:48:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","PARK RIDGE","6/21/2011 0:00:00","07:48:00 PM",0,NA,0,"","",0,0,NA,65,0,0,25,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8752,0,0,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: Tree limbs, utility poles and power lines were blown down.  A large tree limb fell on a parked car causing significant damage.",877091,25000
"877435",17,"6/21/2011 0:00:00","07:34:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"S","BROADVIEW","6/21/2011 0:00:00","07:34:00 PM",0,NA,0,"","",0,0,NA,70,0,0,5,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4150,8751,0,0,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: A huge oak tree was uprooted along 26th Place in Brookfield.  The tree fell on top of a house, but all of the large limbs remained in the air and no damage was reported to the roof.  Additional trees, tree limbs and power lines were blown down in Brookfield.",877415,5000
"877942",17,"6/9/2011 0:00:00","09:30:00 AM","CST",31,"COOK","IL","FLOOD",1,"SSW","PARK FOREST SOUTH","6/9/2011 0:00:00","11:30:00 AM",0,NA,1,"SSW","PARK FOREST SOUTH",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4127,8743,4127,8743,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: Heavy rain caused Governors Highway just south of Stuenkel Road to become impassible with several inches of flowing water.  One car became stalled on the side of the road.  A trained spotter reported 3.41 inches of rain.",877932,0
"877962",17,"6/9/2011 0:00:00","09:47:00 AM","CST",31,"COOK","IL","FLOOD",1,"ENE","CHICAGO RIDGE","6/9/2011 0:00:00","11:00:00 AM",0,NA,1,"SSW","OAK LAWN",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4142,8745,4142,8745,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: High standing water was reported at the intersection of 103rd Street and Central Avenue.",877952,0
"877971",17,"6/21/2011 0:00:00","07:48:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","SKOKIE","6/21/2011 0:00:00","07:48:00 PM",0,NA,0,"","",0,0,NA,65,0,0,50,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8743,0,0,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: Numerous trees, tree limbs and power lines were blown.  Some trees and limbs fell on cars causing damage.  A 40 foot tall tree was completely uprooted on Kolmar Street and fell onto a house.  Twelve inch diameter tree limbs were blown down near Skokie Village Hall.",877961,50000
"877995",17,"6/9/2011 0:00:00","02:00:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"E","HOMETOWN","6/9/2011 0:00:00","02:00:00 AM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4143,8742,0,0,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: Sustained winds of 48 to 50 mph with peak gusts to 58 mph occurred at the intersection of 91st Street and Clifton Park.",877985,0
"877996",17,"6/9/2011 0:00:00","02:00:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"N","PALOS GARDENS","6/9/2011 0:00:00","02:00:00 AM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4140,8746,0,0,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: A five inch diameter tree fell onto a home near Home Avenue and Ridgeland Avenue.",877986,0
"878352",17,"6/9/2011 0:00:00","07:40:00 AM","CST",31,"COOK","IL","FLOOD",1,"NNE","WESTERN SPGS","6/9/2011 0:00:00","10:00:00 AM",0,NA,1,"NNE","WESTERN SPGS",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4147,8752,4147,8752,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: Heavy rain caused 4 to 8 inches of standing water on La Grange Road between 55th Street and Plainfield Road.",878352,0
"878479",17,"6/21/2011 0:00:00","07:55:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","MT PROSPECT","6/21/2011 0:00:00","07:55:00 PM",0,NA,0,"","",0,0,NA,70,0,0,10,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4204,8755,0,0,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: Numerous large trees, tree limbs and power lines were blown down.  Several roads were blocked by the fallen trees.",878479,10000
"878881",17,"6/21/2011 0:00:00","07:54:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"S","WHEELING","6/21/2011 0:00:00","07:54:00 PM",0,NA,0,"","",0,0,NA,70,0,0,750,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4206,8754,0,0,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: Wind gusts to 81 mph were measured at Chicago Executive Airport.  Roof damage was reported to three hangers.  Four airplanes were damaged, with two of them flipped over.  Approximately 1,000 feet of fencing was destroyed.  A willow tree was uprooted on Wolf Road in Wheeling.",878821,750000
"878882",17,"6/21/2011 0:00:00","07:48:00 PM","CST",31,"COOK","IL","TORNADO",2,"W","CUMBERLAND","6/21/2011 0:00:00","07:50:00 PM",0,NA,1,"NNW","MT PROSPECT",2,200,1,0,0,0,50,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4203,8757,4204,8756,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: A tornado touched down near the intersection of We Go Trail and Golf Road and moved north-northeast before lifting near the intersection of North Pine Street and Kensington Road.  Most of the damage was fallen trees, a few of which fell onto houses causing structural damage.  An estimated 2,000 trees were damaged in Mt. Prospect with 130 completely blown down or that needed to be removed.  Most of the tree damage was in and near the path of the tornado.",878822,50000
"878963",17,"6/21/2011 0:00:00","07:39:00 PM","CST",31,"COOK","IL","THUNDERSTORM",7,"WNW","CHICAGO","6/21/2011 0:00:00","07:43:00 PM",0,NA,13,"NNW","CHICAGO",0,0,NA,65,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4152,8746,4200,8744,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: The City of Chicago Streets and Sanitation reported 1,120 tree emergencies, which can range from a tree limb blown down to an entire tree blown over or uprooted.",878903,0
"878964",17,"6/21/2011 0:00:00","07:46:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","FRANKLIN PARK","6/21/2011 0:00:00","07:46:00 PM",0,NA,0,"","",0,0,NA,70,0,0,100,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4155,8749,0,0,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: Numerous trees, tree limbs and power lines were blown down.  Many trees fell onto houses and garages.  The roof of an apartment building on Chestnut Street was blown off.",878904,1e+05
"878965",17,"6/21/2011 0:00:00","07:50:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"E","CUMBERLAND","6/21/2011 0:00:00","07:50:00 PM",0,NA,0,"","",0,0,NA,52,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4203,8754,0,0,"EPISODE NARRATIVE: A powerful line of severe thunderstorms moved northeast across northern Illinois during the evening hours of June 21st producing damaging winds and widespread wind damage.EVENT NARRATIVE: Wind gusts were estimated to 60 mph in Des Plaines with multiple large tree limbs blown down near the intersection of Golf Road and Wolf Road.",878905,0
"879586",17,"6/9/2011 0:00:00","07:00:00 AM","CST",31,"COOK","IL","FLOOD",0,"N","LAMBERT","6/9/2011 0:00:00","12:00:00 PM",0,NA,0,"SE","WORTH",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4140,8749,4140,8748,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: Torrential rains between 4 and 5 inches left numerous roads and areas flooded in and around Orland Park and Palos Park.  Water was seen pouring out of storm drains and sewers.  Several roads were closed due to flooding and vehicles were stranded in flood waters along Route 83 and 127th Street.",879536,0
"880953",17,"6/9/2011 0:00:00","07:30:00 AM","CST",31,"COOK","IL","FLOOD",1,"W","BEVERLY HILLS","6/9/2011 0:00:00","01:00:00 PM",0,NA,1,"S","AVALON PARK",0,0,NA,0,0,0,1,1e+06,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4143,8742,4143,8737,"EPISODE NARRATIVE: Thunderstorms developed over northern Illinois during the late evening of June 8th and continued into the morning hours of June 9th.  Many areas sustained wind damage and heavy rain caused flooding in some areas.EVENT NARRATIVE: Over 60 streets and 1,000 basements were flooded in and around the 19th Ward of the City of Chicago.  Numerous cars were stranded in the flood waters.  The force of the flood waters caused sewers to explode on 105th Street.",880953,1e+06
"882503",17,"7/24/2011 0:00:00","09:00:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"W","VILLA WEST","7/24/2011 0:00:00","09:00:00 AM",0,NA,0,"","",0,0,NA,0,0,0,20,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4137,8749,0,0,"EPISODE NARRATIVE: Strong thunderstorms moved across parts of northern Illinois during the early morning hours of July 24th producing heavy rain.EVENT NARRATIVE: Lightning ignited a fire in the attic of a home at 84th and Country Club Lane.",882483,20000
"884836",17,"7/29/2011 0:00:00","12:29:00 AM","CST",31,"COOK","IL","FLOOD",2,"NNW","(CGX)MEIGS FLD CHICA","7/29/2011 0:00:00","04:00:00 AM",0,NA,3,"NNW","(CGX)MEIGS FLD CHICA",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4154,8737,4154,8737,"EPISODE NARRATIVE: Strong to severe thunderstorms developed across parts of northern Illinois during the late evening hours of July 28th and continued into the early morning hours of July 29th.EVENT NARRATIVE: Several viaducts under Lake Shore Drive were flooded between Oak Street and Irving Park Road.",884770,0
"885232",17,"7/22/2011 0:00:00","11:55:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"SSW","HANSON PARK","7/22/2011 0:00:00","11:56:00 PM",0,NA,1,"S","HANSON PARK",0,0,NA,60,0,0,150,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4154,8749,4152,8749,"EPISODE NARRATIVE: Strong to severe thunderstorms developed over parts of northern Illinois during the early morning hours of July 23rd producing torrential rainfall and flash flooding in some areas, including parts of Chicago.EVENT NARRATIVE: A garage and three cars were destroyed when a massive burr oak tree was blown down along Forest Avenue.  A house was heavily damaged on Franklin Avenue by a huge silver maple tree that was split in half.",885176,150000
"885368",17,"7/23/2011 0:00:00","02:30:00 AM","CST",31,"COOK","IL","THUNDERSTORM",2,"NNE","ELK GROVE VLG","7/23/2011 0:00:00","02:30:00 AM",0,NA,0,"","",0,0,NA,0,0,0,3.5,1e+06,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4202,8757,0,0,"EPISODE NARRATIVE: Strong to severe thunderstorms developed over parts of northern Illinois during the early morning hours of July 23rd producing torrential rainfall and flash flooding in some areas, including parts of Chicago.EVENT NARRATIVE: Lightning struck a 39 unit apartment building in Mt. Prospect.  The fire quickly consumed the attic and 3rd floor.  Fire departments were delayed by flooded roads.  The building was a total loss and would be demolished with all 75 residents having to find a new place to live.  Many of the residents lost all their belongings.",885312,3500000
"885370",17,"7/23/2011 0:00:00","02:00:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"WNW","GLENCOE","7/23/2011 0:00:00","02:00:00 AM",0,NA,0,"","",0,0,NA,0,0,0,1,1e+06,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4207,8746,0,0,"EPISODE NARRATIVE: Strong to severe thunderstorms developed over parts of northern Illinois during the early morning hours of July 23rd producing torrential rainfall and flash flooding in some areas, including parts of Chicago.EVENT NARRATIVE: Lightning struck a large house on Lincoln Avenue and started a fire in the attic which spread to the second floor.  The house and its contents were a total loss.  No one was home at the time of the fire.",885314,1e+06
"885594",17,"7/22/2011 0:00:00","08:00:00 AM","CST",31,"COOK","IL","FLOOD",0,"S","GOLDEN ACRES","7/22/2011 0:00:00","10:15:00 AM",0,NA,0,"SW","GOLDEN ACRES",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4203,8754,4203,8754,"EPISODE NARRATIVE: Strong thunderstorms moved across parts of northern Illinois during the morning of July 22nd producing heavy rain and some flooding.EVENT NARRATIVE: Heavy rain flooded a railroad viaduct which caused Route 14 to be closed.",885547,0
"885596",17,"7/28/2011 0:00:00","11:20:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","BROOKFIELD","7/28/2011 0:00:00","11:20:00 PM",0,NA,0,"","",0,0,NA,0,0,0,250,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8749,0,0,"EPISODE NARRATIVE: Strong to severe thunderstorms developed across parts of northern Illinois during the late evening hours of July 28th and continued into the early morning hours of July 29th.EVENT NARRATIVE: Lightning struck a park district building in Phillips Park.",885549,250000
"886438",17,"7/11/2011 0:00:00","07:07:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"NNE","THE GREENS","7/11/2011 0:00:00","07:07:00 AM",0,NA,0,"","",0,0,NA,65,0,0,30,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4203,8750,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: The roofs of two buildings on the 9600 block of Lois Drive were ripped off by strong winds.",886400,30000
"886793",17,"7/11/2011 0:00:00","07:12:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"SSE","ARGO","7/11/2011 0:00:00","07:15:00 AM",0,NA,0,"N","HOMETOWN",0,0,NA,65,0,0,50,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4146,8746,4143,8743,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Winds were measured to 75 mph at Midway Airport as well as an observer approximately 3 miles southwest of Midway Airport.  A semi was overturned near the intersection of 65th Street and Menard Avenue.  Fences and 10-inch diameter branches were blown down.  Large trees were reported down near Midway Airport.  Sheet metal and shingles were torn off roofs.  Power lines and poles were blown down, including one pole that fell onto a house in Burbank.  Winds were estimated to 65 mph in Hometown.",886774,50000
"886809",17,"7/11/2011 0:00:00","07:19:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"S","ASHBURN","7/11/2011 0:00:00","07:21:00 AM",0,NA,0,"","",0,0,NA,63,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4143,8742,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Winds were measured to 72 mph in Evergreen Park.  At the intersection of 88th Street and Utica Avenue, a 12-inch diameter tree was snapped at the base.",886800,0
"886877",17,"7/11/2011 0:00:00","07:12:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"ESE","CLYBOURN","7/11/2011 0:00:00","07:12:00 AM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4154,8739,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: A 12-inch diameter tree limb was blown down at the intersection of Dayton Street and Willow Street.",886868,0
"886918",17,"7/11/2011 0:00:00","07:06:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","SUMMIT","7/11/2011 0:00:00","07:06:00 AM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4146,8746,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Tree limbs 5 to 6 inches in diameter were blown down along 62nd Street.  A 20-inch diameter tree was split vertically down the middle.",886909,0
"886920",17,"7/11/2011 0:00:00","07:10:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","MELROSE PARK","7/11/2011 0:00:00","07:10:00 AM",0,NA,0,"","",0,0,NA,52,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4154,8749,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Wind gusts were estimated to 60 mph.",886911,0
"886924",17,"7/11/2011 0:00:00","07:13:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","LYONS","7/11/2011 0:00:00","07:13:00 AM",0,NA,0,"","",0,0,NA,52,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8748,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Winds were estimated to 60 mph causing some tree damage.",886915,0
"886925",17,"7/11/2011 0:00:00","07:10:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","EVANSTON","7/11/2011 0:00:00","07:10:00 AM",0,NA,0,"","",0,0,NA,56,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4203,8740,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Numerous large tree limbs were blown down onto streets.",886916,0
"886974",17,"7/11/2011 0:00:00","07:06:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"E","SKOKIE","7/11/2011 0:00:00","07:06:00 AM",0,NA,0,"","",0,0,NA,60,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8741,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: A 24-inch diameter tree was blown down at the intersection of Oakton Street and Wesley Avenue.  Other trees were blown down in the area.",886965,0
"887002",17,"7/11/2011 0:00:00","06:56:00 AM","CST",31,"COOK","IL","THUNDERSTORM",2,"WNW","PROSPECT HGTS","7/11/2011 0:00:00","06:56:00 AM",0,NA,0,"","",0,0,NA,55,0,0,25,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4206,8758,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: A 12-inch tree fell on a house near the intersection of Windsory Drive and Palatine Road.  An 18-inch tree was also uprooted nearby.",886993,25000
"887003",17,"7/11/2011 0:00:00","07:03:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"SW","RIVER FOREST","7/11/2011 0:00:00","07:03:00 AM",0,NA,1,"SSW","RIVER FOREST",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4152,8747,4152,8747,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: A one-foot diameter branch was blown down with numerous smaller branches on Harvard Street between Clarence Avenue and East Avenue.",886994,0
"887004",17,"7/11/2011 0:00:00","07:04:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","(ORD)O'HARE INTL ARP","7/11/2011 0:00:00","07:04:00 AM",0,NA,0,"","",0,0,NA,55,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4158,8754,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: ",886995,0
"887170",17,"7/11/2011 0:00:00","06:50:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"NW","HOFFMAN ESTATES","7/11/2011 0:00:00","06:50:00 AM",0,NA,0,"","",0,0,NA,52,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4203,8808,0,0,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Wind gusts were estimated to 60 mph causing intermittent power failures.",887161,0
"887224",17,"7/11/2011 0:00:00","07:07:00 AM","CST",31,"COOK","IL","THUNDERSTORM",2,"SSE","EVANSTON","7/11/2011 0:00:00","07:07:00 AM",0,NA,3,"NNE","AVONDALE",0,0,NA,56,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8739,4200,8739,"EPISODE NARRATIVE: On the morning of July 11th, a derecho swept across northern Illinois leaving a wide swath of damage from severe winds.  Comed, a utility company providing service to much of northern and northeast Illinois, deployed more resources after this storm than at any time in its history.  Over 1,100 crews from 14 states repaired or replaced 77.8 miles of wire, 600 poles and 1,000 transformers.EVENT NARRATIVE: Wind gusts estimated to 65 mph blew down at least six large trees in Loyola Park near the lakefront.  Diameters were estimated between 18 and 24 inches.",887215,0
